card,sum_similarityIndex,sum_weightedRating
2,1.6614378277661483,2.3228756555322967
15,0.2182178902359926,0.2182178902359926
17,0.2182178902359926,0.2182178902359926
23,0.2182178902359926,0.2182178902359926
25,1.0,1.0
26,0.2182178902359926,0.2182178902359926
29,1.161437827766148,1.161437827766148
33,1.2182178902359926,2.436435780471985
34,0.5773502691896258,0.5773502691896258
36,2.161437827766148,2.161437827766148
37,0.2182178902359926,0.4364357804719852
39,0.5773502691896258,0.5773502691896258
40,0.8017837257372726,0.8017837257372726
41,0.8017837257372726,0.8017837257372726
46,0.5773502691896258,1.1547005383792517
49,1.0,1.0
54,0.0,0.0
55,1.0,1.0
56,0.5773502691896258,0.5773502691896258
57,0.2182178902359926,0.2182178902359926
58,0.0,0.0
60,0.6614378277661482,0.6614378277661482
61,1.0,1.0
66,0.0,0.0
67,1.0,2.0
68,1.879655718002141,2.0978736082381335
69,2.3791339949268986,3.758267989853797
70,2.0,3.0
72,0.8017837257372726,0.8017837257372726
74,0.5773502691896258,1.1547005383792517
81,0.0,0.0
85,0.5773502691896258,0.5773502691896258
86,0.2182178902359926,0.2182178902359926
88,1.0,1.0
89,1.6614378277661483,2.6614378277661483
90,0.8017837257372726,0.8017837257372726
92,0.0,0.0
94,0.5773502691896258,0.5773502691896258
96,0.8017837257372726,0.8017837257372726
98,0.0,0.0
103,1.0,1.0
104,1.4999999999999996,1.4999999999999996
106,0.7955681594256184,0.7955681594256184
108,1.0,2.0
109,0.8017837257372726,1.6035674514745453
111,0.6614378277661482,1.3228756555322965
113,0.0,0.0
116,2.040571822693047,2.040571822693047
121,0.8017837257372726,0.8017837257372726
122,0.5773502691896258,0.5773502691896258
129,1.3791339949268986,1.3791339949268986
132,0.0,0.0
135,0.0,0.0
136,1.2182178902359926,1.2182178902359926
137,2.0,4.0
140,0.6614378277661482,0.6614378277661482
141,0.0,0.0
143,1.0,1.0
144,0.8017837257372726,0.8017837257372726
145,0.8017837257372726,1.6035674514745453
148,1.0,2.0
149,0.5773502691896258,0.5773502691896258
151,1.0,2.0
152,1.0,1.0
156,0.0,0.0
157,0.2182178902359926,0.2182178902359926
160,0.6614378277661482,0.6614378277661482
161,0.6614378277661482,0.6614378277661482
162,1.0,1.0
163,1.0,1.0
164,0.0,0.0
165,0.0,0.0
166,0.0,0.0
170,1.8017837257372726,2.8017837257372724
172,0.5773502691896258,0.5773502691896258
174,1.0,1.0
175,1.5773502691896257,1.5773502691896257
176,0.6614378277661482,0.6614378277661482
177,0.6614378277661482,0.6614378277661482
179,0.49999999999999967,0.49999999999999967
182,0.0,0.0
184,1.0,1.0
188,0.49999999999999967,0.9999999999999993
189,0.2182178902359926,0.2182178902359926
190,1.8017837257372726,2.6035674514745453
191,0.6614378277661482,0.6614378277661482
193,1.0,1.0
194,1.6614378277661483,1.6614378277661483
197,0.0,0.0
198,0.0,0.0
200,0.6614378277661482,0.6614378277661482
203,0.0,0.0
205,0.0,0.0
206,1.4999999999999996,1.9999999999999993
207,0.5773502691896258,0.5773502691896258
208,1.0,1.0
211,0.0,0.0
214,1.0,1.0
215,0.0,0.0
216,0.8017837257372726,0.8017837257372726
217,1.4999999999999996,1.9999999999999993
222,0.0,0.0
223,1.0,1.0
225,1.0,1.0
226,1.3791339949268986,1.3791339949268986
230,0.49999999999999967,0.49999999999999967
232,0.5773502691896258,0.5773502691896258
233,0.8017837257372726,0.8017837257372726
234,0.2182178902359926,0.4364357804719852
236,1.0,1.0
238,1.238788096955774,1.9002259247219224
240,0.0,0.0
241,1.0,2.0
243,0.49999999999999967,0.49999999999999967
244,0.8017837257372726,0.8017837257372726
245,0.0,0.0
246,0.0,0.0
249,1.0,2.0
252,1.0,1.0
254,1.0,1.0
255,1.6614378277661483,1.6614378277661483
257,1.0,1.0
260,0.2182178902359926,0.4364357804719852
261,0.8017837257372726,0.8017837257372726
262,0.8017837257372726,0.8017837257372726
264,1.5773502691896257,3.1547005383792515
268,1.0,1.0
270,0.0,0.0
271,0.2182178902359926,0.2182178902359926
273,0.8017837257372726,0.8017837257372726
274,0.2182178902359926,0.4364357804719852
275,1.0,1.0
276,0.8017837257372726,0.8017837257372726
